bts_id,siec,standard,lokalizacja
551,Konkurent_1,GSM    ,Dynów   
552,Konkurent_3,   5G ,Końskie   
553,Orange,  LTE  ,Ozorków   
554,Orange,   5G IOT,Łaszczów   
555,Orange,GSM UMTS   ,Wiązów   
556,Orange,   5G ,Nowogrodziec   
557,Orange,GSM    ,Kościerzyna   
558,Orange,  LTE  ,Lubawka   
559,Orange, UMTS   ,Mieszkowice   
560,Konkurent_1, UMTS   ,Puck   
561,Orange,  LTE  ,Swarzędz   
562,Orange, UMTS   IOT,Mikołów   
563,Konkurent_1,GSM    ,Poręba   
564,Orange, UMTS   ,Lubsko   
565,Orange, UMTS LTE  ,Stoczek Łukowski  
566,Konkurent_2,GSM UMTS   ,Włoszczowa   
567,Orange,    IOT,Przemków   
568,Orange,  LTE  ,Rzeszów   
569,Konkurent_3,GSM  LTE  ,Płoty   
570,Konkurent_2,GSM UMTS LTE  ,Wysokie Mazowieckie  
571,Konkurent_3,GSM UMTS   ,Golub-Dobrzyń   
572,Konkurent_3,GSM  LTE  ,Biecz   
573,Orange,GSM  LTE 5G IOT,Sępólno Krajeńskie  
574,Konkurent_1,  LTE  ,Gościno   
575,Orange,  LTE  ,Kałuszyn   
576,Konkurent_3,GSM    ,Bisztynek   
577,Konkurent_2, UMTS LTE  ,Wronki   
578,Konkurent_2, UMTS LTE  ,Gostyń   
579,Konkurent_2, UMTS   IOT,Chełmża   
580,Konkurent_3, UMTS LTE 5G ,Starachowice   
581,Konkurent_2,  LTE  ,Czerniejewo   
582,Konkurent_1,GSM  LTE  ,Jelenia Góra  
583,Konkurent_1, UMTS   ,Brzostek   
584,Orange, UMTS   ,Zelów   
585,Orange, UMTS LTE  ,Żabno   
586,Konkurent_3, UMTS  5G ,Brzeszcze   
587,Orange,   5G ,Kraków   
588,Orange,  LTE 5G ,Biecz   
589,Konkurent_3,  LTE  ,Tomaszów Lubelski  
590,Konkurent_2,GSM UMTS LTE  ,Boguchwała   
591,Konkurent_2,GSM  LTE  ,Dolsk   
592,Orange,  LTE  ,Urzędów   
593,Konkurent_2,GSM   5G ,Wyrzysk   
594,Orange,GSM    ,Pobiedziska   
595,Orange, UMTS LTE  ,Słupsk   
596,Konkurent_2,    IOT,Zdzieszowice   
597,Konkurent_2,GSM  LTE  ,Pieńsk   
598,Konkurent_2,GSM UMTS LTE  ,Łęknica   
599,Orange,GSM UMTS LTE  ,Żary   
600,Konkurent_3, UMTS   ,Sobótka   
601,Konkurent_3,GSM  LTE 5G ,Gniew   
602,Orange,GSM  LTE  ,Lądek-Zdrój   
603,Konkurent_3,  LTE  ,Augustów   
604,Orange,  LTE  ,Strumień   
605,Konkurent_1,GSM UMTS   IOT,Jasło   
606,Konkurent_2,GSM  LTE  ,Leśnica   
607,Orange,  LTE  ,Rumia   
608,Orange,GSM  LTE  ,Kargowa   
609,Orange, UMTS LTE  ,Złocieniec   
610,Orange, UMTS   ,Dziwnów   
611,Orange,GSM UMTS   ,Suwałki   
612,Konkurent_2,GSM   5G ,Inowrocław   
613,Konkurent_2,GSM  LTE  ,Ostróda   
614,Konkurent_3, UMTS LTE 5G ,Chełmża   
615,Konkurent_3,GSM  LTE  ,Szczecin   
616,Orange, UMTS LTE  ,Lubawka   
617,Konkurent_3,  LTE  ,Kock   
618,Konkurent_3,  LTE  ,Recz   
619,Konkurent_3,GSM  LTE  ,Sędziszów Małopolski  
620,Konkurent_3, UMTS LTE  ,Szklarska Poręba  
621,Orange,   5G ,Świdwin   
622,Konkurent_2,GSM UMTS   ,Czaplinek   
623,Konkurent_3, UMTS   IOT,Działoszyce   
624,Konkurent_2,  LTE 5G ,Syców   
625,Orange,GSM UMTS   ,Dzierzgoń   
626,Orange,GSM  LTE  ,Rybnik   
627,Konkurent_1,GSM UMTS LTE 5G ,Radzionków   
628,Orange,GSM UMTS   ,Nowy Sącz  
629,Konkurent_2,   5G ,Głuchołazy   
630,Orange,GSM  LTE  IOT,Kępno   
631,Orange,GSM    ,Nowogard   
632,Konkurent_1, UMTS LTE 5G ,Szepietowo   
633,Konkurent_2,GSM UMTS   ,Szczawno-Zdrój   
634,Konkurent_3,GSM  LTE  ,Nekla   
635,Konkurent_1,   5G ,Wołomin   
636,Konkurent_2,  LTE  ,Kutno   
637,Konkurent_2,GSM  LTE  ,Rogoźno   
638,Konkurent_2, UMTS LTE  ,Kuźnia Raciborska  
639,Orange,GSM  LTE  ,Lwówek   
640,Konkurent_3,GSM    ,Wolsztyn   
641,Orange, UMTS   ,Słupca   
642,Konkurent_2,GSM  LTE  ,Ińsko   
643,Konkurent_1,  LTE  ,Pakość   
644,Konkurent_3,GSM   5G ,Głubczyce   
645,Konkurent_1,GSM    ,Rychwał   
646,Konkurent_1, UMTS   ,Płońsk   
647,Konkurent_3, UMTS LTE  ,Piekary Śląskie  
648,Konkurent_3,GSM    ,Głowno   
649,Orange,GSM  LTE 5G ,Nowogród Bobrzański  
650,Konkurent_3,GSM  LTE  ,Lipno   
651,Konkurent_2,GSM    ,Janikowo   
652,Konkurent_2,  LTE  ,Skoczów   
653,Konkurent_2,  LTE  ,Chodecz   
654,Konkurent_2, UMTS   ,Stary Sącz  
655,Orange,GSM  LTE  ,Kargowa   
656,Konkurent_2, UMTS LTE  ,Szczekociny   
657,Orange, UMTS   ,Pionki   
658,Orange,GSM UMTS   ,Resko   
659,Konkurent_2, UMTS   ,Dobrzany   
660,Orange,  LTE  ,Barczewo   
661,Orange,GSM  LTE  ,Suchań   
662,Konkurent_3, UMTS   ,Zakroczym   
663,Orange,GSM  LTE  ,Lipiany   
664,Konkurent_2,GSM   5G ,Ząbkowice Śląskie  
665,Orange, UMTS   ,Kórnik   
666,Orange,GSM    ,Piastów   
667,Orange,GSM   5G ,Baborów   
668,Konkurent_2,GSM UMTS   IOT,Dzierżoniów   
669,Konkurent_2,  LTE  ,Cieszyn   
670,Orange, UMTS   ,Mirsk   
671,Orange, UMTS LTE  ,Pyzdry   
672,Orange,GSM   5G ,Jaworzno   
673,Konkurent_1,GSM UMTS   ,Kalisz Pomorski  
674,Konkurent_1,GSM UMTS LTE 5G ,Nowogród Bobrzański  
675,Konkurent_2,  LTE  ,Lębork   
676,Konkurent_2,GSM  LTE  ,Tyszowce   
677,Orange,GSM UMTS LTE 5G ,Lębork   
678,Konkurent_3, UMTS   ,Legionowo   
679,Orange,GSM  LTE  ,Głogów Małopolski  
680,Orange,GSM UMTS   ,Otmuchów   
681,Konkurent_3,  LTE  ,Polanów   
682,Konkurent_2, UMTS   ,Szklarska Poręba  
683,Konkurent_2,    IOT,Lewin Brzeski  
684,Orange,  LTE  ,Gniezno   
685,Konkurent_3,   5G ,Tuczno   
686,Konkurent_1,GSM    IOT,Pszów   
687,Konkurent_3,  LTE  ,Moryń   
688,Konkurent_2,  LTE  ,Kąty Wrocławskie  
689,Konkurent_2,GSM    IOT,Cybinka   
690,Orange, UMTS  5G ,Chocianów   
691,Orange, UMTS LTE 5G ,Lipsko   
692,Orange,GSM  LTE  ,Siechnice   
693,Konkurent_3, UMTS LTE  IOT,Krasnobród   
694,Orange, UMTS LTE  ,Katowice   
695,Orange, UMTS LTE  ,Świątniki Górne  
696,Konkurent_2, UMTS   ,Prusice   
697,Konkurent_2, UMTS   ,Wleń   
698,Konkurent_2,GSM UMTS  5G ,Stawiszyn   
699,Konkurent_2,GSM  LTE  ,Ropczyce   
700,Konkurent_1,GSM  LTE 5G ,Radzyń Chełmiński  
701,Orange,    IOT,Mogilno   
702,Konkurent_2,GSM   5G ,Gozdnica   
703,Konkurent_2,  LTE  IOT,Piława Górna  
704,Konkurent_3,GSM UMTS  5G ,Suchedniów   
705,Orange, UMTS   ,Dobra   
706,Konkurent_2,  LTE 5G ,Hel   
707,Konkurent_2,GSM    ,Koronowo   
708,Orange,GSM UMTS   ,Kętrzyn   
709,Konkurent_2,   5G ,Chrzanów   
710,Konkurent_2, UMTS LTE  ,Zakroczym   
711,Orange,  LTE  ,Różan   
712,Orange,GSM    ,Krzanowice   
713,Konkurent_2,  LTE  ,Kęty   
714,Orange,  LTE  IOT,Złotów   
715,Orange, UMTS LTE 5G IOT,Wisła   
716,Konkurent_3, UMTS LTE  ,Poniatowa   
717,Orange,GSM   5G IOT,Wieluń   
718,Konkurent_2,GSM    ,Kostrzyn   
719,Konkurent_2,  LTE  ,Nowy Targ  
720,Konkurent_1,GSM  LTE  IOT,Marki   
721,Orange, UMTS  5G ,Siechnice   
722,Orange,  LTE  ,Lubartów   
723,Konkurent_3,GSM UMTS   ,Bystrzyca Kłodzka  
724,Konkurent_1,GSM    ,Różan   
725,Orange,  LTE  IOT,Iława   
726,Konkurent_1, UMTS LTE  ,Mrocza   
727,Konkurent_3,  LTE  ,Pakość   
728,Konkurent_2,GSM  LTE  ,Otwock   
729,Orange,   5G ,Człuchów   
730,Konkurent_2,   5G ,Łasin   
731,Konkurent_2,GSM    ,Jeziorany   
732,Orange,  LTE  ,Marki   
733,Konkurent_2,GSM UMTS   IOT,Suraż   
734,Konkurent_2, UMTS LTE  ,Piaski   
735,Konkurent_3, UMTS   ,Ząbki   
736,Konkurent_3,GSM UMTS   ,Tarnogród   
737,Orange,GSM  LTE  ,Pyskowice   
738,Konkurent_1,GSM    ,Sobótka   
739,Konkurent_2,    IOT,Wolbrom   
740,Konkurent_2,GSM UMTS  5G ,Radomsko   
741,Konkurent_1,  LTE 5G ,Kosów Lacki  
742,Orange, UMTS LTE  IOT,Człuchów   
743,Konkurent_3,GSM  LTE  ,Krobia   
744,Konkurent_3,    IOT,Grybów   
745,Konkurent_3,  LTE  ,Opole Lubelskie  
746,Orange,  LTE 5G ,Ożarów   
747,Konkurent_2, UMTS   ,Jaworzyna Śląska  
748,Orange, UMTS   ,Kowary   
749,Konkurent_1, UMTS   ,Sieniawa   
750,Orange,GSM UMTS LTE  ,Radom   
751,Orange,GSM  LTE 5G IOT,Borek Wielkopolski  
752,Orange,  LTE  ,Rawa Mazowiecka  
753,Konkurent_1,  LTE 5G ,Rogoźno   
754,Konkurent_2, UMTS  5G ,Kowalewo Pomorskie  
755,Konkurent_2,GSM  LTE  ,Stąporków   
756,Konkurent_3, UMTS  5G IOT,Wadowice   
757,Konkurent_3, UMTS LTE  ,Bobowa   
758,Orange,  LTE 5G ,Sokołów Podlaski  
759,Orange,  LTE  ,Różan   
760,Konkurent_3,GSM    ,Tuczno   
761,Konkurent_1,GSM  LTE  ,Wronki   
762,Konkurent_1,  LTE  ,Przemków   
763,Konkurent_3,GSM  LTE  ,Polanica-Zdrój   
764,Konkurent_2,  LTE 5G ,Ostrowiec Świętokrzyski  
765,Konkurent_3,GSM  LTE  ,Czerwieńsk   
766,Konkurent_2,GSM    ,Gostyń   
767,Konkurent_2,  LTE  ,Górzno   
768,Konkurent_2, UMTS LTE 5G ,Głuszyca   
769,Konkurent_2, UMTS LTE  ,Sępopol   
770,Konkurent_2,  LTE 5G ,Mława   
771,Orange,GSM    ,Stoczek Łukowski  
772,Orange,GSM    IOT,Kostrzyn   
773,Konkurent_2,GSM    ,Rajgród   
774,Konkurent_2, UMTS  5G ,Bielsk Podlaski  
775,Orange, UMTS LTE  ,Rakoniewice   
776,Konkurent_3,   5G ,Drawsko Pomorskie  
777,Konkurent_2,GSM    ,Grodzisk Wielkopolski  
778,Konkurent_1,    IOT,Tarczyn   
779,Konkurent_3,GSM  LTE  ,Debrzno   
780,Orange,GSM   5G ,Knyszyn   
781,Orange,  LTE 5G ,Zdzieszowice   
782,Konkurent_2, UMTS LTE  IOT,Jasień   
783,Konkurent_1,  LTE  ,Osieczna   
784,Konkurent_3,GSM    ,Bełchatów   
785,Konkurent_2,GSM   5G ,Czarna Woda  
786,Konkurent_1, UMTS   ,Kostrzyn   
787,Konkurent_3,   5G ,Ostrów Mazowiecka  
788,Konkurent_3,GSM    ,Kleszczele   
789,Orange,  LTE  ,Będzin   
790,Orange,GSM    ,Nałęczów   
791,Orange, UMTS  5G ,Brwinów   
792,Konkurent_3, UMTS LTE  ,Żywiec   
793,Orange,  LTE  ,Trzebnica   
794,Konkurent_3,GSM   5G ,Frampol   
795,Orange, UMTS LTE  ,Sławków   
796,Konkurent_3,  LTE  ,Skalbmierz   
797,Konkurent_3,  LTE 5G ,Tłuszcz   
798,Konkurent_1, UMTS LTE 5G ,Wałcz   
799,Konkurent_2,GSM  LTE 5G ,Resko   
800,Konkurent_3,  LTE 5G ,Margonin   
801,Konkurent_3,  LTE 5G ,Wolin   
802,Konkurent_3,GSM UMTS   IOT,Wojcieszów   
803,Orange,GSM    ,Zduńska Wola  
804,Konkurent_2,GSM  LTE  ,Miechów   
805,Konkurent_3,  LTE  ,Błaszki   
806,Konkurent_2, UMTS   ,Złotoryja   
807,Orange,  LTE  ,Łochów   
808,Konkurent_3,   5G IOT,Kępice   
809,Konkurent_2, UMTS   ,Kcynia   
810,Konkurent_2, UMTS  5G IOT,Zagórz   
811,Konkurent_1,GSM    ,Bielsko-Biała   
812,Konkurent_1,  LTE  IOT,Suchań   
813,Konkurent_2, UMTS LTE  ,Jedwabne   
814,Konkurent_1,GSM    ,Stąporków   
815,Orange,  LTE  ,Pruszków   
816,Konkurent_3,GSM    ,Raszków   
817,Orange,  LTE  ,Trzebiatów   
818,Orange,GSM UMTS  5G ,Krzepice   
819,Orange,GSM UMTS   ,Ciężkowice   
820,Konkurent_3,GSM    ,Wysokie Mazowieckie  
821,Konkurent_3,  LTE  ,Police   
822,Konkurent_2,  LTE 5G IOT,Dukla   
823,Konkurent_2,   5G ,Lubień Kujawski  
824,Konkurent_2,GSM  LTE  ,Izbica Kujawska  
825,Orange, UMTS   ,Grodzisk Wielkopolski  
826,Orange,GSM UMTS LTE  ,Tarnogród   
827,Konkurent_3,  LTE  ,Rzepin   
828,Konkurent_3,  LTE 5G ,Gostynin   
829,Orange,GSM UMTS   ,Międzyrzec Podlaski  
830,Orange,GSM    ,Skaryszew   
831,Konkurent_2,GSM   5G ,Bartoszyce   
832,Konkurent_3,GSM  LTE  ,Ostrołęka   
833,Orange,GSM UMTS   ,Złocieniec   
834,Konkurent_2,GSM UMTS   ,Drzewica   
835,Konkurent_3, UMTS   ,Ożarów Mazowiecki  
836,Konkurent_3,  LTE  ,Ciechanowiec   
837,Konkurent_2,GSM    ,Żelechów   
838,Orange,GSM UMTS LTE  ,Dęblin   
839,Konkurent_3, UMTS   IOT,Radom   
840,Orange,GSM  LTE  ,Miechów   
841,Orange,GSM  LTE  ,Lubraniec   
842,Konkurent_3, UMTS LTE  ,Zamość   
843,Konkurent_2, UMTS LTE  ,Legnica   
844,Orange,GSM UMTS   ,Janów Lubelski  
845,Konkurent_2,  LTE  ,Brzeg Dolny  
846,Konkurent_2,GSM UMTS LTE  ,Wleń   
847,Konkurent_2, UMTS LTE  ,Puławy   
848,Konkurent_2,GSM  LTE  ,Stawiszyn   
849,Konkurent_2,GSM UMTS LTE  ,Świdnica   
850,Konkurent_3,GSM   5G ,Miasteczko Śląskie  
851,Orange,GSM    ,Kalisz   
852,Konkurent_2,GSM  LTE  ,Ziębice   
853,Konkurent_3,GSM UMTS LTE 5G ,Ostroróg   
854,Orange, UMTS LTE  ,Chorzele   
855,Konkurent_2,  LTE  ,Kazimierza Wielka  
856,Konkurent_1,  LTE  IOT,Bielsk Podlaski  
857,Orange,GSM    ,Czersk   
858,Konkurent_1,GSM    ,Olsztyn   
859,Konkurent_3, UMTS   ,Wołomin   
860,Konkurent_3, UMTS   ,Włoszczowa   
861,Konkurent_1,GSM    ,Wyszków   
862,Orange,  LTE  ,Radomsko   
863,Orange,GSM   5G IOT,Jutrosin   
864,Konkurent_2,GSM UMTS  5G ,Pyrzyce   
865,Konkurent_2,GSM    ,Krotoszyn   
866,Konkurent_2,  LTE  ,Wieluń   
867,Konkurent_3,GSM    IOT,Żabno   
868,Orange,GSM  LTE  ,Pieńsk   
869,Konkurent_1,  LTE  ,Chojna   
870,Konkurent_3,GSM UMTS LTE  ,Lubniewice   
871,Orange,GSM    ,Recz   
872,Konkurent_2,GSM  LTE  IOT,Białystok   
873,Konkurent_2,  LTE 5G IOT,Brok   
874,Konkurent_2,GSM  LTE 5G ,Kunów   
875,Konkurent_3, UMTS LTE 5G ,Ogrodzieniec   
876,Konkurent_2,    IOT,Różan   
877,Konkurent_1,GSM    ,Nowe   
878,Orange,GSM UMTS LTE  ,Szklarska Poręba  
879,Konkurent_2,GSM  LTE 5G ,Wyrzysk   
880,Orange,GSM    ,Krosno   
881,Konkurent_2, UMTS LTE  ,Nowe Skalmierzyce  
882,Konkurent_3,GSM UMTS  5G ,Tomaszów Mazowiecki  
883,Orange, UMTS  5G ,Radlin   
884,Konkurent_3, UMTS LTE 5G IOT,Nowa Sarzyna  
885,Konkurent_2,  LTE  ,Radom   
886,Orange,    IOT,Stawiski   
887,Konkurent_1, UMTS   ,Krajenka   
888,Orange,GSM  LTE 5G IOT,Bystrzyca Kłodzka  
889,Orange, UMTS  5G ,Skoki   
890,Orange,GSM  LTE  IOT,Skała   
891,Konkurent_2,GSM    ,Ogrodzieniec   
892,Konkurent_1,GSM UMTS LTE 5G ,Miechów   
893,Orange, UMTS LTE  ,Słupca   
894,Orange,GSM UMTS   ,Rzgów   
895,Orange,GSM UMTS LTE 5G ,Tolkmicko   
896,Konkurent_3,  LTE  ,Sompolno   
897,Konkurent_2,GSM    ,Piotrków Kujawski  
898,Konkurent_2,  LTE  ,Zelów   
899,Konkurent_2,GSM UMTS LTE  ,Urzędów   
900,Orange,  LTE  IOT,Boguchwała   
901,Orange,GSM    ,Wałbrzych   
902,Konkurent_2,GSM   5G ,Puszczykowo   
903,Orange, UMTS   ,Lubartów   
904,Konkurent_2, UMTS LTE  ,Biała Rawska  
905,Orange, UMTS  5G IOT,Wieleń   
906,Konkurent_1,  LTE  ,Brzeszcze   
907,Orange,   5G ,Baborów   
908,Konkurent_2,GSM  LTE 5G ,Narol   
909,Konkurent_2, UMTS   ,Syców   
910,Konkurent_3,GSM    ,Nysa   
911,Orange,GSM  LTE  ,Wisła   
912,Orange,GSM   5G ,Milanówek   
913,Konkurent_1,GSM UMTS  5G IOT,Lubycza Królewska  
914,Konkurent_2, UMTS   ,Prochowice   
915,Konkurent_2, UMTS LTE  ,Mieszkowice   
916,Konkurent_3,GSM  LTE  ,Kcynia   
917,Konkurent_2,GSM  LTE  ,Gostyń   
918,Konkurent_3, UMTS LTE  ,Łochów   
919,Konkurent_2,GSM    ,Grudziądz   
920,Orange, UMTS LTE  ,Wasilków   
921,Konkurent_3, UMTS LTE 5G ,Torzym   
922,Orange, UMTS   ,Brańsk   
923,Orange, UMTS   ,Opalenica   
924,Konkurent_2,GSM    ,Witkowo   
925,Orange,  LTE  ,Zakroczym   
926,Orange,  LTE  IOT,Proszowice   
927,Konkurent_2,GSM    ,Jastrowie   
928,Konkurent_2,GSM UMTS   ,Stepnica   
929,Konkurent_2,GSM  LTE 5G ,Sopot   
930,Orange,GSM UMTS LTE  ,Racibórz   
931,Konkurent_2,GSM  LTE  ,Sieradz   
932,Konkurent_2, UMTS   ,Kisielice   
933,Orange, UMTS LTE  IOT,Sława   
934,Orange,GSM UMTS   IOT,Międzychód   
935,Konkurent_2, UMTS   ,Imielin   
936,Konkurent_1,  LTE  ,Opatów   
937,Konkurent_2,GSM  LTE  ,Środa Wielkopolska  
938,Konkurent_3,  LTE  ,Szczucin   
939,Konkurent_3,GSM  LTE  ,Nowogród   
940,Orange,  LTE  ,Mordy   
941,Orange,GSM   5G ,Pisz   
942,Konkurent_1,  LTE  ,Węgrów   
943,Orange,GSM    ,Krosno   
944,Orange,GSM    ,Okonek   
945,Konkurent_1,GSM    ,Toszek   
946,Konkurent_2,GSM    ,Szepietowo   
947,Konkurent_2,GSM UMTS   ,Złoty Stok  
948,Konkurent_2,GSM  LTE  ,Rakoniewice   
949,Konkurent_1,GSM    ,Swarzędz   
950,Konkurent_3,GSM UMTS   IOT,Rymanów   
951,Konkurent_2,GSM UMTS   IOT,Łowicz   
952,Orange,GSM  LTE 5G ,Sierpc   
953,Konkurent_2,GSM  LTE  ,Wrocław   
954,Konkurent_2,GSM  LTE  ,Knyszyn   
955,Konkurent_1,GSM UMTS   IOT,Wolbórz   
956,Konkurent_2,GSM    ,Kałuszyn   
957,Orange, UMTS   ,Przysucha   
958,Orange,GSM   5G ,Wojnicz   
959,Orange, UMTS LTE 5G ,Lubań   
960,Orange,GSM  LTE 5G ,Wyszogród   
961,Orange,GSM  LTE 5G ,Wysokie Mazowieckie  
962,Orange,GSM    ,Łask   
963,Orange, UMTS LTE 5G ,Lubawka   
964,Konkurent_3, UMTS LTE 5G ,Lublin   
965,Konkurent_2,GSM    ,Stryków   
966,Orange,GSM    ,Kolno   
967,Konkurent_1,GSM UMTS   ,Dębica   
968,Konkurent_3,GSM  LTE  ,Biała   
969,Orange,  LTE 5G ,Osieczna   
970,Konkurent_2,GSM  LTE  ,Kołaczyce   
971,Konkurent_3, UMTS LTE 5G ,Kłobuck   
972,Orange,GSM   5G ,Torzym   
973,Orange,  LTE  ,Kozienice   
974,Konkurent_2,GSM UMTS   ,Szamocin   
975,Konkurent_2,  LTE  ,Wieleń   
976,Konkurent_1,GSM    ,Nowe   
977,Konkurent_2,GSM UMTS LTE  ,Mońki   
978,Konkurent_2,GSM UMTS   IOT,Łęczna   
979,Konkurent_3,GSM    ,Lubycza Królewska  
980,Konkurent_2, UMTS   ,Wleń   
981,Konkurent_3, UMTS   ,Dobra   
982,Konkurent_3,GSM   5G ,Wąchock   
983,Konkurent_2,  LTE  ,Dobra   
984,Konkurent_1, UMTS LTE  ,Knyszyn   
985,Orange,GSM   5G ,Toruń   
986,Konkurent_2,    IOT,Ulanów   
987,Konkurent_3,GSM  LTE  ,Puck   
988,Konkurent_2,GSM UMTS   ,Orzesze   
989,Konkurent_3,GSM UMTS  5G ,Bisztynek   
990,Konkurent_2,GSM  LTE 5G ,Wyszogród   
991,Konkurent_3,GSM  LTE  ,Cybinka   
992,Orange, UMTS LTE  ,Świdnica   
993,Konkurent_2, UMTS LTE  ,Reda   
994,Orange,GSM   5G IOT,Chojnice   
995,Konkurent_3,GSM  LTE 5G ,Zakopane   
996,Orange,  LTE  ,Trzebnica   
997,Konkurent_1,GSM    ,Kamieńsk   
998,Konkurent_2,  LTE  ,Zawidów   
999,Orange,   5G ,Międzyrzecz   
1000,Konkurent_2, UMTS  5G IOT,Olkusz   
1001,Orange,GSM UMTS   ,Pieniężno   
1002,Orange,GSM  LTE  ,Strumień   
1003,Orange,  LTE 5G ,Garwolin   
1004,Orange, UMTS LTE  ,Czarna Białostocka  
1005,Konkurent_3,GSM UMTS LTE 5G ,Zagórów   
1006,Orange,GSM    ,Konin   
1007,Orange,GSM  LTE  ,Warka   
1008,Orange,  LTE  ,Jasień   
1009,Konkurent_2,GSM    ,Kolonowskie   
1010,Orange,   5G ,Sieniawa   
1011,Konkurent_3,GSM    ,Krotoszyn   
1012,Orange, UMTS  5G IOT,Zakroczym   
1013,Konkurent_3,GSM  LTE 5G ,Czerwionka-Leszczyny   
1014,Konkurent_2,GSM  LTE 5G ,Sulejów   
1015,Konkurent_3,   5G ,Wadowice   
1016,Konkurent_2,  LTE  ,Jaworzyna Śląska  
1017,Konkurent_1,GSM  LTE  ,Reda   
1018,Konkurent_3,GSM  LTE  ,Grodzisk Wielkopolski  
1019,Orange, UMTS LTE  ,Dobrzany   
1020,Konkurent_2,GSM   5G ,Wschowa   
1021,Orange,GSM  LTE  ,Nowe   
1022,Konkurent_2,GSM    ,Słomniki   
1023,Konkurent_2,GSM    ,Nowa Dęba  
1024,Orange,GSM    ,Cieszyn   
1025,Orange,GSM UMTS   IOT,Baborów   
1026,Orange,GSM UMTS LTE  ,Dolsk   
1027,Konkurent_1,   5G ,Bieżuń   
1028,Konkurent_2, UMTS   ,Żmigród   
1029,Konkurent_2,GSM   5G IOT,Mrozy   
1030,Orange,GSM UMTS LTE  ,Międzyzdroje   
1031,Orange,GSM  LTE  ,Dzierżoniów   
1032,Konkurent_3,  LTE  ,Pajęczno   
1033,Orange,  LTE  ,Morąg   
1034,Konkurent_2,   5G ,Ożarów Mazowiecki  
1035,Konkurent_2,GSM UMTS   ,Lubomierz   
1036,Konkurent_3, UMTS   ,Wyszków   
1037,Orange,  LTE  ,Lubawa   
1038,Konkurent_2, UMTS LTE  ,Wieleń   
1039,Orange, UMTS LTE 5G ,Łowicz   
1040,Konkurent_2,  LTE  ,Słomniki   
1041,Konkurent_3,GSM   5G ,Rybnik   
1042,Konkurent_2,    IOT,Reszel   
1043,Konkurent_2, UMTS LTE  ,Międzyzdroje   
1044,Konkurent_2,   5G ,Skała   
1045,Konkurent_3,  LTE  IOT,Rzepin   
1046,Konkurent_2,GSM    ,Gościno   
1047,Orange,GSM    ,Ostrzeszów   
1048,Orange,GSM  LTE  ,Wrocław   
1049,Konkurent_2,  LTE  ,Wyrzysk   
1050,Konkurent_3,GSM    ,Oborniki   
1051,Konkurent_3, UMTS  5G ,Skoki   
1052,Orange,GSM  LTE  ,Biała Podlaska  
1053,Konkurent_3,GSM    ,Sulejówek   
1054,Orange, UMTS LTE 5G ,Rzepin   
1055,Konkurent_2, UMTS   ,Błaszki   
1056,Orange, UMTS LTE  ,Rabka-Zdrój   
1057,Konkurent_3,  LTE  ,Dobra   
1058,Konkurent_3,  LTE  ,Iwonicz-Zdrój   
1059,Konkurent_2,   5G ,Skępe   
1060,Konkurent_2,  LTE 5G ,Jutrosin   
1061,Konkurent_3,GSM    ,Rzepin   
1062,Orange,GSM UMTS LTE  ,Władysławowo   
1063,Konkurent_2, UMTS   ,Choroszcz   
1064,Konkurent_3, UMTS LTE  ,Łobez   
1065,Konkurent_3,GSM UMTS LTE 5G ,Chmielnik   
1066,Konkurent_2,GSM UMTS LTE  ,Stalowa Wola  
1067,Konkurent_2,  LTE  ,Ślesin   
1068,Orange,GSM  LTE 5G ,Nowy Wiśnicz  
1069,Konkurent_2,  LTE 5G ,Gorzów Śląski  
1070,Konkurent_1,  LTE  ,Wodzisław Śląski  
1071,Konkurent_2,GSM UMTS LTE  ,Murowana Goślina  
1072,Konkurent_3,GSM UMTS   ,Wałbrzych   
1073,Konkurent_3,GSM  LTE 5G ,Świdwin   
1074,Konkurent_3,GSM    IOT,Zawidów   
1075,Konkurent_1,  LTE 5G ,Bełżyce   
1076,Konkurent_1,GSM  LTE  ,Nowe Miasto nad Pilicą
1077,Orange,GSM    ,Miasteczko Śląskie  
1078,Konkurent_2, UMTS   IOT,Gubin   
1079,Konkurent_2,GSM   5G ,Brześć Kujawski  
1080,Konkurent_3, UMTS   ,Wojkowice   
1081,Orange,GSM  LTE  ,Kamienna Góra  
1082,Konkurent_2, UMTS LTE  ,Bielsko-Biała   
1083,Orange,GSM  LTE  ,Mordy   
1084,Orange, UMTS   IOT,Kałuszyn   
1085,Konkurent_1,  LTE 5G ,Biała Piska  
1086,Orange,  LTE  ,Nidzica   
1087,Konkurent_2,GSM UMTS LTE  ,Prochowice   
1088,Konkurent_1,  LTE  ,Opole Lubelskie  
1089,Konkurent_2,GSM    ,Dukla   
1090,Konkurent_2,  LTE 5G ,Pilica   
1091,Orange,  LTE  IOT,Łabiszyn   
1092,Orange,GSM UMTS   ,Józefów   
1093,Konkurent_3,GSM  LTE  ,Wyszogród   
1094,Konkurent_2, UMTS   ,Międzybórz   
1095,Konkurent_3,GSM UMTS LTE  ,Chełmża   
1096,Konkurent_2, UMTS   ,Nowogard   
1097,Orange,GSM  LTE  ,Oława   
1098,Konkurent_3,GSM    ,Barwice   
1099,Konkurent_2,GSM    ,Ustrzyki Dolne  
1100,Konkurent_3, UMTS   ,Głuszyca   
1101,Konkurent_3,GSM   5G ,Legionowo   
